document,element,frequency_in_document
1997,Nutritional_deficiencies,647682.0
1997,Parkinson_s_disease,179347.0
1997,Poisonings,87371.0
1997,Protein_energy_malnutrition,572372.0
1997,Road_injuries_,1169798.0
1997,Self_harm,822649.0
1997,Tuberculosis,1726038.0
1998,Acute_hepatitis,149563.0
1998,Alcohol_use_disorders,156282.0
1998,Alzheimer_s_disease_and_other_dementias,738768.0
1998,Cardiovascular_diseases,13461489.0
1998,Chronic_kidney_disease,758681.0
1998,Chronic_respiratory_diseases,3401426.0
1998,Cirrhosis_and_other_chronic_liver_diseases,1141509.0
1998,Conflict_and_terrorism,108842.0
1998,Diabetes_mellitus,854415.0
1998,Diarrheal_diseases,2544585.0
1998,Digestive_diseases,2030600.0
1998,Drowning,407205.0
1998,Drug_use_disorders,85087.0
1998,Environmental_heat_and_cold_exposure,64858.0
1998,Exposure_to_forces_of_nature,48134.0
1998,Fire__heat__and_hot_substances,124746.0
1998,HIV_AIDS,1303651.0
1998,Interpersonal_violence,431984.0
1998,Lower_respiratory_infections,2999755.0
1998,Malaria,901338.0
1998,Maternal_disorders,289304.0
1998,Meningitis,393364.0
1998,Neonatal_disorders,2793540.0
1998,Neoplasms,6703169.0
1998,Nutritional_deficiencies,620498.0
1998,Parkinson_s_disease,185097.0
1998,Poisonings,86679.0
1998,Protein_energy_malnutrition,549543.0
1998,Road_injuries_,1177827.0
1998,Self_harm,829842.0
1998,Tuberculosis,1724307.0
1999,Acute_hepatitis,147017.0
1999,Alcohol_use_disorders,160606.0
1999,Alzheimer_s_disease_and_other_dementias,761620.0
1999,Cardiovascular_diseases,13720763.0
1999,Chronic_kidney_disease,785380.0
1999,Chronic_respiratory_diseases,3419612.0
1999,Cirrhosis_and_other_chronic_liver_diseases,1158552.0
1999,Conflict_and_terrorism,141860.0
1999,Diabetes_mellitus,879521.0
1999,Diarrheal_diseases,2496957.0
1999,Digestive_diseases,2054201.0
1999,Drowning,397169.0
1999,Drug_use_disorders,87336.0
1999,Environmental_heat_and_cold_exposure,63375.0
1999,Exposure_to_forces_of_nature,69591.0
1999,Fire__heat__and_hot_substances,125921.0
1999,HIV_AIDS,1439777.0
1999,Interpersonal_violence,440642.0
1999,Lower_respiratory_infections,2950639.0
1999,Malaria,893788.0
1999,Maternal_disorders,288836.0
1999,Meningitis,390136.0
1999,Neonatal_disorders,2766241.0
1999,Neoplasms,6857548.0
1999,Nutritional_deficiencies,593417.0
1999,Parkinson_s_disease,191538.0
1999,Poisonings,87333.0
1999,Protein_energy_malnutrition,527431.0
1999,Road_injuries_,1195303.0
1999,Self_harm,840850.0
1999,Tuberculosis,1719130.0
2000,Acute_hepatitis,144124.0
2000,Alcohol_use_disorders,166094.0
2000,Alzheimer_s_disease_and_other_dementias,786615.0
2000,Cardiovascular_diseases,13957078.0
2000,Chronic_kidney_disease,814854.0
2000,Chronic_respiratory_diseases,3450006.0
2000,Cirrhosis_and_other_chronic_liver_diseases,1177628.0
2000,Conflict_and_terrorism,120011.0
2000,Diabetes_mellitus,905965.0
2000,Diarrheal_diseases,2440570.0
2000,Digestive_diseases,2079551.0
2000,Drowning,387627.0
2000,Drug_use_disorders,89690.0
2000,Environmental_heat_and_cold_exposure,65450.0
2000,Exposure_to_forces_of_nature,8918.0
2000,Fire__heat__and_hot_substances,126659.0
2000,HIV_AIDS,1559389.0
2000,Interpersonal_violence,450393.0
2000,Lower_respiratory_infections,2895698.0
2000,Malaria,882055.0
2000,Maternal_disorders,287027.0
2000,Meningitis,385994.0
2000,Neonatal_disorders,2739290.0
2000,Neoplasms,7001927.0
2000,Nutritional_deficiencies,568454.0
2000,Parkinson_s_disease,198545.0
2000,Poisonings,88799.0
2000,Protein_energy_malnutrition,505874.0
2000,Road_injuries_,1212355.0
2000,Self_harm,839249.0
2000,Tuberculosis,1714428.0
2001,Acute_hepatitis,140143.0
2001,Alcohol_use_disorders,170787.0
2001,Alzheimer_s_disease_and_other_dementias,814526.0
2001,Cardiovascular_diseases,14185571.0
2001,Chronic_kidney_disease,842790.0
2001,Chronic_respiratory_diseases,3465831.0
2001,Cirrhosis_and_other_chronic_liver_diseases,1200250.0
2001,Conflict_and_terrorism,67069.0
2001,Diabetes_mellitus,934841.0
2001,Diarrheal_diseases,2378465.0
2001,Digestive_diseases,2107791.0
2001,Drowning,375917.0
2001,Drug_use_disorders,87325.0
2001,Environmental_heat_and_cold_exposure,66743.0
2001,Exposure_to_forces_of_nature,29497.0
2001,Fire__heat__and_hot_substances,126427.0
2001,HIV_AIDS,1662064.0
2001,Interpersonal_violence,451206.0
2001,Lower_respiratory_infections,2830457.0
2001,Malaria,912709.0
2001,Maternal_disorders,282455.0
2001,Meningitis,379912.0
2001,Neonatal_disorders,2710195.0
2001,Neoplasms,7114269.0
2001,Nutritional_deficiencies,542565.0
2001,Parkinson_s_disease,206194.0
2001,Poisonings,89294.0
2001,Protein_energy_malnutrition,483074.0
2001,Road_injuries_,1224220.0
2001,Self_harm,820745.0
2001,Tuberculosis,1682360.0
2002,Acute_hepatitis,134941.0
2002,Alcohol_use_disorders,175317.0
2002,Alzheimer_s_disease_and_other_dementias,845695.0
2002,Cardiovascular_diseases,14501696.0
2002,Chronic_kidney_disease,874109.0
2002,Chronic_respiratory_diseases,3490310.0
2002,Cirrhosis_and_other_chronic_liver_diseases,1227607.0
2002,Conflict_and_terrorism,66414.0
2002,Diabetes_mellitus,970544.0
2002,Diarrheal_diseases,2312641.0
2002,Digestive_diseases,2143976.0
2002,Drowning,361967.0
2002,Drug_use_disorders,84750.0
2002,Environmental_heat_and_cold_exposure,69939.0
2002,Exposure_to_forces_of_nature,8908.0
2002,Fire__heat__and_hot_substances,125532.0
2002,HIV_AIDS,1746104.0
2002,Interpersonal_violence,462331.0
2002,Lower_respiratory_infections,2788706.0
2002,Malaria,929195.0
2002,Maternal_disorders,276253.0
2002,Meningitis,372298.0
2002,Neonatal_disorders,2691320.0
2002,Neoplasms,7253993.0
2002,Nutritional_deficiencies,517754.0
2002,Parkinson_s_disease,214930.0
2002,Poisonings,89920.0
2002,Protein_energy_malnutrition,462083.0
2002,Road_injuries_,1237109.0
2002,Self_harm,811199.0
2002,Tuberculosis,1649490.0
2003,Acute_hepatitis,130158.0
2003,Alcohol_use_disorders,178889.0
2003,Alzheimer_s_disease_and_other_dementias,877011.0
2003,Cardiovascular_diseases,14710723.0
2003,Chronic_kidney_disease,902200.0
2003,Chronic_respiratory_diseases,3491643.0
2003,Cirrhosis_and_other_chronic_liver_diseases,1251776.0
2003,Conflict_and_terrorism,71044.0
2003,Diabetes_mellitus,1000276.0
2003,Diarrheal_diseases,2242961.0
2003,Digestive_diseases,2173729.0
2003,Drowning,347745.0
2003,Drug_use_disorders,82250.0
2003,Environmental_heat_and_cold_exposure,71950.0
2003,Exposure_to_forces_of_nature,35474.0
2003,Fire__heat__and_hot_substances,125730.0
2003,HIV_AIDS,1808445.0
2003,Interpersonal_violence,446701.0
2003,Lower_respiratory_infections,2746549.0
2003,Malaria,959654.0
2003,Maternal_disorders,269425.0
2003,Meningitis,369171.0
2003,Neonatal_disorders,2671242.0
2003,Neoplasms,7388299.0
2003,Nutritional_deficiencies,417264.0
2003,Parkinson_s_disease,222256.0
2003,Poisonings,90634.0
2003,Protein_energy_malnutrition,365742.0
2003,Road_injuries_,1248216.0
2003,Self_harm,814533.0
2003,Tuberculosis,1612262.0
2004,Acute_hepatitis,127953.0
2004,Alcohol_use_disorders,180491.0
2004,Alzheimer_s_disease_and_other_dementias,909148.0
2004,Cardiovascular_diseases,14745985.0
2004,Chronic_kidney_disease,922921.0
2004,Chronic_respiratory_diseases,3462850.0
2004,Cirrhosis_and_other_chronic_liver_diseases,1266574.0
2004,Conflict_and_terrorism,70502.0
2004,Diabetes_mellitus,1018138.0
2004,Diarrheal_diseases,2166496.0
2004,Digestive_diseases,2187927.0
2004,Drowning,338417.0
2004,Drug_use_disorders,81843.0
2004,Environmental_heat_and_cold_exposure,67144.0
2004,Exposure_to_forces_of_nature,242430.0
2004,Fire__heat__and_hot_substances,123651.0
2004,HIV_AIDS,1842954.0
2004,Interpersonal_violence,440855.0
2004,Lower_respiratory_infections,2697064.0
2004,Malaria,960784.0
2004,Maternal_disorders,265279.0
2004,Meningitis,363462.0
2004,Neonatal_disorders,2647814.0
2004,Neoplasms,7504504.0
2004,Nutritional_deficiencies,393952.0
2004,Parkinson_s_disease,227695.0
2004,Poisonings,91455.0
2004,Protein_energy_malnutrition,345527.0
2004,Road_injuries_,1258547.0
2004,Self_harm,819290.0
2004,Tuberculosis,1558519.0
2005,Acute_hepatitis,128197.0
2005,Alcohol_use_disorders,181704.0
2005,Alzheimer_s_disease_and_other_dementias,945619.0
2005,Cardiovascular_diseases,14995528.0
2005,Chronic_kidney_disease,956457.0
2005,Chronic_respiratory_diseases,3479174.0
2005,Cirrhosis_and_other_chronic_liver_diseases,1293978.0
2005,Conflict_and_terrorism,59507.0
2005,Diabetes_mellitus,1050925.0
2005,Diarrheal_diseases,2125961.0
2005,Digestive_diseases,2226154.0
2005,Drowning,332705.0
2005,Drug_use_disorders,84990.0
2005,Environmental_heat_and_cold_exposure,68382.0
2005,Exposure_to_forces_of_nature,88718.0
2005,Fire__heat__and_hot_substances,124166.0
2005,HIV_AIDS,1832074.0
2005,Interpersonal_violence,435946.0
2005,Lower_respiratory_infections,2677818.0
2005,Malaria,940540.0
2005,Maternal_disorders,264407.0
2005,Meningitis,361809.0
2005,Neonatal_disorders,2620556.0
2005,Neoplasms,7653588.0
2005,Nutritional_deficiencies,376740.0
2005,Parkinson_s_disease,236498.0
2005,Poisonings,92064.0
2005,Protein_energy_malnutrition,329849.0
2005,Road_injuries_,1269243.0
2005,Self_harm,826133.0
2005,Tuberculosis,1532479.0
2006,Acute_hepatitis,124737.0
2006,Alcohol_use_disorders,177747.0
2006,Alzheimer_s_disease_and_other_dementias,982308.0
2006,Cardiovascular_diseases,14991661.0
2006,Chronic_kidney_disease,981743.0
2006,Chronic_respiratory_diseases,3461443.0
2006,Cirrhosis_and_other_chronic_liver_diseases,1300281.0
2006,Conflict_and_terrorism,74555.0
2006,Diabetes_mellitus,1071057.0
2006,Diarrheal_diseases,2109339.0
2006,Digestive_diseases,2235326.0
2006,Drowning,319875.0
2006,Drug_use_disorders,85421.0
2006,Environmental_heat_and_cold_exposure,64630.0
2006,Exposure_to_forces_of_nature,19918.0
2006,Fire__heat__and_hot_substances,121265.0
2006,HIV_AIDS,1767868.0
2006,Interpersonal_violence,427355.0
2006,Lower_respiratory_infections,2645926.0
2006,Malaria,941746.0
2006,Maternal_disorders,259261.0
2006,Meningitis,358973.0
2006,Neonatal_disorders,2587061.0
2006,Neoplasms,7722732.0
2006,Nutritional_deficiencies,362476.0
2006,Parkinson_s_disease,242749.0
2006,Poisonings,89859.0
2006,Protein_energy_malnutrition,316210.0
2006,Road_injuries_,1267492.0
2006,Self_harm,814138.0
2006,Tuberculosis,1499369.0
2007,Acute_hepatitis,120512.0
2007,Alcohol_use_disorders,174006.0
2007,Alzheimer_s_disease_and_other_dementias,1022057.0
2007,Cardiovascular_diseases,15117363.0
2007,Chronic_kidney_disease,1010311.0
2007,Chronic_respiratory_diseases,3467408.0
2007,Cirrhosis_and_other_chronic_liver_diseases,1311974.0
2007,Conflict_and_terrorism,71286.0
2007,Diabetes_mellitus,1092777.0
2007,Diarrheal_diseases,2076357.0
2007,Digestive_diseases,2251390.0
2007,Drowning,311889.0
2007,Drug_use_disorders,85962.0
2007,Environmental_heat_and_cold_exposure,59791.0
2007,Exposure_to_forces_of_nature,16200.0
2007,Fire__heat__and_hot_substances,119600.0
2007,HIV_AIDS,1669306.0
2007,Interpersonal_violence,420025.0
2007,Lower_respiratory_infections,2617221.0
2007,Malaria,940193.0
2007,Maternal_disorders,252551.0
2007,Meningitis,352747.0
2007,Neonatal_disorders,2549184.0
2007,Neoplasms,7850705.0
2007,Nutritional_deficiencies,347407.0
2007,Parkinson_s_disease,250475.0
2007,Poisonings,88475.0
2007,Protein_energy_malnutrition,302088.0
2007,Road_injuries_,1273318.0
2007,Self_harm,802521.0
2007,Tuberculosis,1470117.0
2008,Acute_hepatitis,117273.0
2008,Alcohol_use_disorders,171613.0
2008,Alzheimer_s_disease_and_other_dementias,1065297.0
2008,Cardiovascular_diseases,15402070.0
2008,Chronic_kidney_disease,1045743.0
2008,Chronic_respiratory_diseases,3510195.0
2008,Cirrhosis_and_other_chronic_liver_diseases,1330568.0
2008,Conflict_and_terrorism,64695.0
2008,Diabetes_mellitus,1122287.0
2008,Diarrheal_diseases,2044769.0
2008,Digestive_diseases,2280070.0
2008,Drowning,304870.0
2008,Drug_use_disorders,87077.0
2008,Environmental_heat_and_cold_exposure,57763.0
2008,Exposure_to_forces_of_nature,235751.0
2008,Fire__heat__and_hot_substances,118269.0
2008,HIV_AIDS,1559499.0
2008,Interpersonal_violence,422800.0
2008,Lower_respiratory_infections,2603124.0
2008,Malaria,932910.0
2008,Maternal_disorders,247899.0
2008,Meningitis,343452.0
2008,Neonatal_disorders,2515772.0
2008,Neoplasms,8027173.0
2008,Nutritional_deficiencies,335623.0
2008,Parkinson_s_disease,260382.0
2008,Poisonings,88687.0
2008,Protein_energy_malnutrition,290690.0
2008,Road_injuries_,1284333.0
2008,Self_harm,797570.0
2008,Tuberculosis,1447516.0
2009,Acute_hepatitis,112643.0
2009,Alcohol_use_disorders,166736.0
2009,Alzheimer_s_disease_and_other_dementias,1109405.0
2009,Cardiovascular_diseases,15552545.0
2009,Chronic_kidney_disease,1074048.0
2009,Chronic_respiratory_diseases,3498126.0
2009,Cirrhosis_and_other_chronic_liver_diseases,1330408.0
2009,Conflict_and_terrorism,71582.0
2009,Diabetes_mellitus,1142391.0
2009,Diarrheal_diseases,1977248.0
2009,Digestive_diseases,2279806.0
2009,Drowning,296871.0
2009,Drug_use_disorders,87025.0
2009,Environmental_heat_and_cold_exposure,54835.0
2009,Exposure_to_forces_of_nature,10975.0
2009,Fire__heat__and_hot_substances,116177.0
2009,HIV_AIDS,1453258.0
2009,Interpersonal_violence,422750.0
2009,Lower_respiratory_infections,2571405.0
2009,Malaria,917796.0
2009,Maternal_disorders,244175.0
2009,Meningitis,336868.0
2009,Neonatal_disorders,2475066.0
2009,Neoplasms,8167640.0
2009,Nutritional_deficiencies,322879.0
2009,Parkinson_s_disease,267738.0
2009,Poisonings,87902.0
2009,Protein_energy_malnutrition,279325.0
2009,Road_injuries_,1281669.0
2009,Self_harm,785883.0
2009,Tuberculosis,1405491.0
2010,Acute_hepatitis,109556.0
2010,Alcohol_use_disorders,164313.0
2010,Alzheimer_s_disease_and_other_dementias,1155944.0
2010,Cardiovascular_diseases,15838151.0
2010,Chronic_kidney_disease,1107473.0
2010,Chronic_respiratory_diseases,3509920.0
2010,Cirrhosis_and_other_chronic_liver_diseases,1340704.0
2010,Conflict_and_terrorism,54467.0
2010,Diabetes_mellitus,1165663.0
2010,Diarrheal_diseases,1928704.0
2010,Digestive_diseases,2298319.0
2010,Drowning,290831.0
2010,Drug_use_disorders,88079.0
2010,Environmental_heat_and_cold_exposure,58674.0
2010,Exposure_to_forces_of_nature,241002.0
2010,Fire__heat__and_hot_substances,115329.0
2010,HIV_AIDS,1364619.0
2010,Interpersonal_violence,417449.0
2010,Lower_respiratory_infections,2545622.0
2010,Malaria,909814.0
2010,Maternal_disorders,239749.0
2010,Meningitis,326778.0
2010,Neonatal_disorders,2428939.0
2010,Neoplasms,8329288.0
2010,Nutritional_deficiencies,322187.0
2010,Parkinson_s_disease,276188.0
2010,Poisonings,87632.0
2010,Protein_energy_malnutrition,279144.0
2010,Road_injuries_,1278839.0
2010,Self_harm,784456.0
2010,Tuberculosis,1364942.0
2011,Acute_hepatitis,106549.0
2011,Alcohol_use_disorders,161372.0
2011,Alzheimer_s_disease_and_other_dementias,1201138.0
2011,Cardiovascular_diseases,16038263.0
2011,Chronic_kidney_disease,1143219.0
2011,Chronic_respiratory_diseases,3539167.0
2011,Cirrhosis_and_other_chronic_liver_diseases,1348880.0
2011,Conflict_and_terrorism,62900.0
2011,Diabetes_mellitus,1197995.0
2011,Diarrheal_diseases,1902762.0
2011,Digestive_diseases,2316484.0
2011,Drowning,281106.0
2011,Drug_use_disorders,89322.0
2011,Environmental_heat_and_cold_exposure,51638.0
2011,Exposure_to_forces_of_nature,31850.0
2011,Fire__heat__and_hot_substances,113655.0
2011,HIV_AIDS,1283719.0
2011,Interpersonal_violence,413880.0
2011,Lower_respiratory_infections,2527899.0
2011,Malaria,868564.0
2011,Maternal_disorders,234669.0
2011,Meningitis,312733.0
2011,Neonatal_disorders,2383664.0
2011,Neoplasms,8468793.0
2011,Nutritional_deficiencies,314327.0
2011,Parkinson_s_disease,284488.0
2011,Poisonings,86099.0
2011,Protein_energy_malnutrition,271516.0
2011,Road_injuries_,1267737.0
2011,Self_harm,777218.0
2011,Tuberculosis,1331697.0
2012,Acute_hepatitis,104589.0
2012,Alcohol_use_disorders,159381.0
2012,Alzheimer_s_disease_and_other_dementias,1247515.0
2012,Cardiovascular_diseases,16245243.0
2012,Chronic_kidney_disease,1176295.0
2012,Chronic_respiratory_diseases,3558276.0
2012,Cirrhosis_and_other_chronic_liver_diseases,1354358.0
2012,Conflict_and_terrorism,112295.0
2012,Diabetes_mellitus,1236606.0
2012,Diarrheal_diseases,1834769.0
2012,Digestive_diseases,2329472.0
2012,Drowning,275585.0
2012,Drug_use_disorders,90934.0
2012,Environmental_heat_and_cold_exposure,51418.0
2012,Exposure_to_forces_of_nature,8959.0
2012,Fire__heat__and_hot_substances,112090.0
2012,HIV_AIDS,1198698.0
2012,Interpersonal_violence,417694.0
2012,Lower_respiratory_infections,2526051.0
2012,Malaria,806183.0
2012,Maternal_disorders,227177.0
2012,Meningitis,300091.0
2012,Neonatal_disorders,2339979.0
2012,Neoplasms,8611952.0
2012,Nutritional_deficiencies,298117.0
2012,Parkinson_s_disease,293123.0
2012,Poisonings,84595.0
2012,Protein_energy_malnutrition,255541.0
2012,Road_injuries_,1255450.0
2012,Self_harm,767020.0
2012,Tuberculosis,1318198.0
2013,Acute_hepatitis,98898.0
2013,Alcohol_use_disorders,158848.0
2013,Alzheimer_s_disease_and_other_dementias,1294701.0
2013,Cardiovascular_diseases,16490053.0
2013,Chronic_kidney_disease,1214187.0
2013,Chronic_respiratory_diseases,3610804.0
2013,Cirrhosis_and_other_chronic_liver_diseases,1359145.0
